node	category	Primary Publisher	Primary Developer
Dungeons & Dragons: Shadow Over Mystara	game	Capcom (WW HQ)	Iron Galaxy Studios LLC
Dungeons & Dragons: Tower of Doom	game	Capcom (WW HQ)	Iron Galaxy Studios LLC
Dungeons II	game	Kalypso Media GmbH	Realmforge Studios GmbH
Dungeons III	game	Kalypso Media GmbH	Realmforge Studios GmbH
Dust: An Elysian Tail	game	Humble Hearts, LLC	Humble Hearts, LLC
Dying Light	game	Warner Bros. Interactive Entertainment Inc.	Techland
Dying: Reborn	game	Oasis Games	Oasis Games
Dynamite Fishing: World Games	game	.	.
Dynasty Feud	game	Kaia Studios	Kaia Studios
Dynasty Warriors 8	game	Koei Co., Ltd.	Omega Force
Dynasty Warriors 8: Empires	game	Koei Tecmo Games	Omega Force
Dynasty Warriors 8: Empires: Free Alliances	game	Koei Tecmo Games	Omega Force
Dynasty Warriors 8: Xtreme Legends: Complete Edition	game	Koei Tecmo Games	Omega Force
Dynasty Warriors: Godseekers	game	Koei Co., Ltd.	Omega Force
EA Access Hub (Application)	game	Electronic Arts, Inc. (HQ)	Electronic Arts, Inc. (HQ)
EMPYRE: Lords of the Sea Gates	game	Coin Operated Games	Coin Operated Games
ESL (Application)	game	Turtle Entertainment	Turtle Entertainment
ESPN (Application)	game	SEG	SEG
EVE: Gunjack	game	CCP hf (CCP Games) (HQ)	CCP Games Shanghai
EVE: Valkyrie	game	CCP hf (CCP Games) (HQ)	CCP hf (CCP Games) (HQ)
EVE: Valkyrie: Warzone	game	CCP hf (CCP Games) (HQ)	CCP Newcastle
Eagle Flight	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Earth Atlantis	game	Headup Games	Pixel Perfex
Earth Defense Force 4.1: The Shadow of New Despair	game	Marvelous USA, Inc.	Sandlot [japan]
Earth Defense Force: Insect Armageddon	game	D3 Publisher, Inc. (HQ)	Vicious Cycle Software, Inc.
Earth's Dawn	game	Rising Star Games	OneorEight
Earthfall	game	HoloSpark	HoloSpark
Earthlock: Festival of Magic	game	Snow Castle Games	Snow Castle Games
Earthquake Simulator VR (Application)	game	Lindero Edutainment	Lindero Edutainment
Earthworm Jim HD	game	Gameloft	Gameloft
Eat, Sleep, Bet, Repeat	game	Strategic Designs Ltd.	Strategic Designs Ltd.
Echo	game	Ultra Ultra	Ultra Ultra
Echoes of the Fey: The Fox's Trail	game	Woodsy Studio	Woodsy Studio
Echoes of the Fey: The Fox’s Trail	game	Woodsy Studio	Woodsy Studio
Economic Conquest	game	Frismos Games	Frismos Games
Edges 2	game	Silicon Echo	Silicon Echo
Eekeemoo: Splinters of the Dark Shard	game	Cooply Solutions	Cogg Games
Electronic Super Joy	game	LOOT Interactive, LLC	Michael Todd Games
Eleven: Table Tennis VR	game	Hamzeh Alsalhi	Hamzeh Alsalhi
Elex	game	THQ Nordic	Piranha Bytes
Eliosi's Hunt	game	TDZ Games	TDZ Games
Elisa: Seduce the Innkeeper	game	Neoclassic Games	Neoclassic Games
Elisa: the Innkeeper	game	Neoclassic Games	Neoclassic Games
Elite: Dangerous	game	Frontier Developments	Frontier Developments
Elliot Quest	game	PlayEveryWare Games	Ansimuz Games
Elven Assassin	game	Wenkly Studio Sp. z o. o.	Wenkly Studio Sp. z o. o.
Emberdoom	game	Loud King Studios	Loud King Studios
Embers of Mirrim	game	Creative Bytes Studios	Creative Bytes Studios
Emby Theater (Application)	game	Emby	Emby
Emily Wants To Play	game	SKH Apps	Shawn Hitchcock
Emily is Away Too	game	Kyle Seeley	Kyle Seeley
Empathy: Path of Whispers	game	Iceberg Interactive	Pixel Night
Encleverment Experiment	game	Blitz Arcade	Blitz Arcade
End Times: Vermintide [Warhammer]	game	THQ Nordic	Fatshark
Ender of Fire	game	XINESS Co., Ltd	XINESS Co., Ltd
Endless Winter	game	DarkSun Studio	DarkSun Studio
Energy Balance	game	Sometimes You	Sometimes You
Energy Cycle	game	Sometimes You	Sometimes You
Energy Hook	game	Happion Laboratories	Happion Laboratories
England Exchange	game	Hanako Games	Hanabira
Enigmatis 2: The Mists of Ravenwood	game	Artifex Mundi	Artifex Mundi
Enigmatis: The Ghosts of Maple Creek	game	Artifex Mundi	Artifex Mundi
Enter the Gungeon	game	Devolver Digital	Dodge Roll Games
Entwined	game	Sony Interactive Entertainment Worldwide Studios	Pixelopus
Epic Tavern	game	Epic Tavern Holdings	Hyperkinetic Studios
Epix (Application)	game	Studio 3 Partners	Studio 3 Partners
Equivoque	game	Jenny Bee Presents	Jenny Bee Presents
Ersatz	game	Paris Stalker	Paris Stalker
Escape Dead Island	game	Deep Silver Inc.	Fatshark
Escape Goat 2	game	Magical Time Bean	Magical Time Bean
Escape Plan	game	Sony Interactive Entertainment Worldwide Studios	Fun Bits
Escape Together	game	BadDoge	Esbol Amirov
Escape from Here	game	Dexion Games	Dexion Games
Eternal Crusade [Warhammer 40K]	game	Bandai Namco Entertainment America Inc. (NA)	Behaviour Interactive
Eternal Lore	game	Hitbear Studio	Hitbear Studio
Eternal Ring	game	Agetec	From Software
Ethan: Meteor Hunter	game	Seaven Studio	Seaven Studio
Ether One	game	White Paper Games	White Paper Games
Euro Fishing [Dovetail Games]	game	Dovetail Games	Dovetail Games
Eventide 2: Sorcerer's Mirror	game	Artifex Mundi	House of Fables
Eventide 2: The Sorcerers Mirror	game	Artifex Mundi	House of Fables
Eventide: Slavic Fable	game	Artifex Mundi	House of Fables
Everest VR	game	Sólfar Studios	Sólfar Studios
Everest VR (Application)	game	Sólfar Studios	Sólfar Studios
Everspace	game	ROCKFISH Games	ROCKFISH Games
Every Extend Extra Extreme	game	Q Entertainment	Sonic-Blue CO. Ltd.
Everybody's Golf	game	Sony Interactive Entertainment Inc.	Clap Hanz
Everybody's Gone to the Rapture	game	Sony Interactive Entertainment Inc.	thechineseroom
Everyday Golf VR	game	Wisecat	Wisecat
Everything	game	David O'Reilly	David O'Reilly
Evil Genome	game	Crystal Depths Studio	Crystal Depths Studio
Evil Glitch	game	K Bros Games	Agar3s
Evolve	game	2K Games	Turtle Rock Studios, Inc.
Exerion [Arcade Archives]	game	Hamster Corporation	Clarice Games
Exile's End	game	Marvelous Inc.	Magnetic Realms
Exist Archive: The Other Side of the Sky	game	Aksys Games	Spike Chunsoft Co., Ltd.
Expand	game	Ukiyo Publishing	Chris Johnson
Explottens	game	weRplay	weRplay
Extreme Exorcism	game	Ripstone	Golden Ruby Games, LLC
F1 2014: Formula 1	game	Codemasters Software Company Limited	Codemasters Software Company Limited
F1 2015: Formula 1	game	Codemasters Software Company Limited	Codemasters Software Company Limited
F1 2016: Formula 1	game	Codemasters Software Company Limited	Codemasters Birmingham Studio
F1 2017: Formula 1	game	Deep Silver Inc.	Codemasters Software Company Limited
FIFA 14 [EA Sports]	game	EA Sports	Electronic Arts Canada
FIFA 15 [EA Sports]	game	EA Sports	Electronic Arts Canada
FIFA 16 [EA Sports]	game	EA Sports	Electronic Arts Canada
FIFA 17 [EA Sports]	game	EA Sports	Electronic Arts Canada
FIFA 18 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Canada
FOX Sports GO (Application)	game	FOX Sports Interactive	FOX Sports Interactive
FUNimation (Application)	game	Funimation	Funimation
FX Now (Application)	game	FX Networks	FX Networks
Fable Anniversary	game	Microsoft Studios	Lionhead Studios
Fable Fortune	game	Mediatonic	Mediatonic
Fable II	game	Microsoft Studios	Lionhead Studios
Fable III	game	Microsoft Studios	Lionhead Studios
Face It	game	Gamestorming	Tlön Studios
Factorio	game	Wube Software LTD.	Wube Software LTD.
Factotum 90	game	TACS Games	TACS Games
Faeria	game	Abrakam SA	Abrakam SA
Faery: Legends of Avalon	game	Focus Home Interactive	Spiders
Fairy Fencer F: Advent Dark Force	game	Idea Factory International, Inc.	Idea Factory
Fake: SuperSonia	game	Fake GO	Fake GO
Fall of Lazarus	game	No Wand Studios	No Wand Studios
Fallen Cube	game	Wourd Games	Wourd Games
Fallout 3	game	Bethesda Softworks	Bethesda Game Studio
Fallout 4	game	Bethesda Softworks	Bethesda Game Studio
Fallout Shelter	game	Bethesda Softworks	Bethesda Game Studio
Fallout: New Vegas	game	Bethesda Softworks	Obsidian Entertainment
Fantasia: Music Evolved [Disney]	game	Disney Interactive Studios	Harmonix
Fantastic Contraption	game	Northway Games	Northway Games
Fantasy Mosaics 14: Fourth Color	game	Andy Jurko	Andy Jurko
Fantasy Mosaics 17: New Palette	game	Andy Jurko	Andy Jurko
Fantasy Mosaics 3	game	Big Fish Games, Inc.	Match Gems
Fantavision	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Japan Asia
Far Beyond: A Space Odyssey	game	Mains Digitales Interactive	Mains Digitales Interactive
Far Cry 3	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Far Cry 3: Blood Dragon	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Far Cry 4	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Far Cry: Primal	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Farming Simulator 15	game	Focus Home Interactive	GIANTS Software GmbH
Farming Simulator 17	game	Focus Home Interactive	GIANTS Software GmbH
Farpoint	game	Sony Interactive Entertainment Worldwide Studios	Impluse Gear
Fashioning Little Miss Lonesome	game	MangaGamer	Kalmia8
Fast & Furious [Forza Horizon 2 Presents]	game	Microsoft Studios	Playground Games
Fast RMX	game	Shin'en Multimedia	Shin'en Multimedia
Fat City	game	Heavy Iron Studios	Heavy Iron Studios
Fat Princess Adventures	game	Sony Interactive Entertainment Worldwide Studios	SCE Santa Monica Studio
Fatal Fury 2 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Fatal Fury 3 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Fatal Fury [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Fatal Fury: Special [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Fate/EXTELLA	game	Marvelous USA, Inc.	Marvelous Inc.
Fate/Extella: The Umbral Star	game	Marvelous Inc.	Marvelous Inc.
Fated: The Silent Oath	game	Frima Studio	Frima Studio
Fatty Rabbit Hole	game	Massive Catapult Creative, Inc.	Martin Crownover
Feeding Frenzy	game	PopCap Games, Inc.	PopCap Games, Inc.
Feeding Frenzy 2: Shipwreck Showdown	game	PopCap Games, Inc.	PopCap Games, Inc.
Feist	game	Finji Games	Bits & Beasts
Fenix Furia	game	Reverb Triple XP	Green Lava Studios
Feral Fury	game	Skandivania Games	Skandivania Games
Fergus The Fly	game	Maximus.ez	Evgeny Osmet
Fermi's Path	game	GameArt Studio GmbH	GameArt Studio GmbH
Fez	game	Polytron Corporation	Kokoromi
Fibbage XL	game	Jackbox Games	Jackbox Games
Fibbage: The Hilarious Bluffing Party Game	game	Jackbox Games	Jackbox Games
Fictorum	game	Scraping Bottom Games	Scraping Bottom Games
Fidel Dungeon Rescue	game	Ludomancy	Ludomancy
Field of Glory II	game	Slitherine Ltd.	Byzantine Games
Fight'N Rage	game	sebagamesdev	sebagamesdev
Fighter Within	game	Ubisoft Entertainment SA (WW HQ)	Daoka
Figment	game	Bedtime Digital Games	Bedtime Digital Games
Filthy Lucre	game	Fabrik Games	Fabrik Games
Final Approach	game	Phaser Lock Interactive	Phaser Lock Interactive
Final Fantasy IX	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy Type-0 HD	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy VII	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy X HD	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy X-2 HD	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy XII: The Zodiac Age	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy XIV: Online: A Realm Reborn	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy XIV: Online: Heavensward	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy XIV: Online: Stormblood	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Final Fantasy XV	game	Square Enix Co., Ltd. (WW)	Square Enix Co., Ltd. (WW)
Find this!	game	For Kids	For Kids
Finnish Roller	game	Tero Lunkka	Tero Lunkka
Fire Emblem Warriors	game	Nintendo Co., Ltd.	Omega Force
Fire Pro Wrestling World	game	Spike Chunsoft Co., Ltd.	Spike Chunsoft Co., Ltd.
Firefighters: Airport Fire Department	game	United Independent Entertainment GmbH	VIS Games
Firefighters: The Simulation	game	United Independent Entertainment GmbH	VIS Games
Firewatch	game	Panic Inc	Campo Santo
Fishing Master (Snowball Games)	game	Snowball Games Co., Ltd.	Snowball Games Co., Ltd.
Fishing Planet	game	Fishing Planet LLC	Fishing Planet LLC
Fishing: Pro Series [Rapala]	game	GameMill	Concrete Software, Inc.
Fl337	game	KWL Productions	KWL Productions
Flagsplosion	game	Smokey Moose Games	Smokey Moose Games
Flame Over	game	Laughing Jackal	Laughing Jackal
Flashback	game	Ubisoft Entertainment SA (WW HQ)	Vector Cell
FlatOut 4: Total Insanity	game	Strategy First	Kylotonn Entertainment
Flight to Eternity	game	Norven Games	Norven Games
Flightless	game	Bristol Street	Bristol Street
Flinthook	game	Tribute Games	Tribute Games
Flip Wars	game	Nintendo Co., Ltd.	Over Fence Co Ltd.
Flippt	game	Luesto	Luesto
Flock!	game	Capcom (WW HQ)	Proper Games
Flockers	game	Team 17 Digital Limited	Team 17 Digital Limited
Flower	game	Sony Interactive Entertainment Worldwide Studios	thatgamecompany
Fluffy Creatures VS The World	game	Amaterasu Software	Amaterasu Software
Fluffy Friends	game	For Kids	For Kids
Fluster Cluck	game	LOOT Entertainment	LOOT Entertainment
Flying Bunny	game	Zepetto	Zepetto
FlyingRock: Arena	game	Edo Create	Edo Create
Flywrench	game	Messhof	Messhof
Football Manager 2017	game	Sega Corporation (WW)	Sports Interactive
Football Manager Touch 2017	game	Sega Corporation (WW)	Sports Interactive
Football Mogul 18	game	Sports Mogul	Sports Mogul
For Honor	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
For The King	game	IronOak Games	IronOak Games
Forced	game	BetaDwarf Entertainment	BetaDwarf Entertainment
Forestry 2017: The Simulation	game	United Independent Entertainment GmbH	SilentFuture
Form (Charm Games)	game	Charm Games	Charm Games
Forma.8	game	Mixedbag Srl	Mixedbag Srl
Formless Adventure	game	New Reality Games	Joyous Raccoon
Fort Defense	game	8Floor Ltd	8Floor Ltd
Fort Defense: North Menace	game	8Floor Ltd	8Floor Ltd
Fortified	game	Clapfoot Inc.	Clapfoot Inc.
Fortnite	game	Epic Games	Epic Games
Forza Horizon	game	Microsoft Studios	Playground Games
Forza Horizon 2	game	Microsoft Studios	Playground Games
Forza Horizon 3	game	Microsoft Studios	Turn 10 Studios
Forza Hub (Application)	game	Microsoft Studios	Microsoft Studios
Forza Motorsport 5	game	Microsoft Studios	Turn 10 Studios
Forza Motorsport 6	game	Microsoft Studios	Turn 10 Studios
Forza Motorsport 7	game	Microsoft Studios	Turn 10 Studios
Foul Play	game	Mediatonic	Mediatonic
Four Horsemen	game	Nuclear Fishin' Software	Nuclear Fishin' Software
Four Sided Fantasy	game	Serenity Forge	Ludo Land
Fox Now (Application)	game	Fox Broadcasting Company	Fox Broadcasting Company
Foxhole	game	Clapfoot Inc.	Clapfoot Inc.
FoxyLand	game	OraMonkey	BUG-Studio
Fragmented	game	Above and Beyond Technologies	Above and Beyond Technologies
Fragments of Him	game	SassyBot Studio	SassyBot Studio
Fran Bow	game	Killmonday Games	Killmonday Games
Freaky Awesome	game	Mandragora	Mandragora
Freedom Planet	game	Galaxy Trail	Galaxy Trail
FreezeME	game	Rainy Night Creations	Rainy Night Creations
Fret Nice	game	Koei Tecmo America Corporation	Pieces Interactive AB
Friday Night Bullet Arena	game	Red Nexus Games Inc.	Red Nexus Games Inc.
Friday the 13th: The Game	game	Gun Media	IllFonic
Frisky Business	game	K Bros Games	K Bros Games
Frizzy	game	Team Frizz	Team Frizz
Frogger	game	Konami Corporation (WW)	Digital Eclipse Software
Frogger 2	game	Konami Corporation (WW)	Voltex Inc.
From Shadows	game	Klabater	Revolt and Rebel
Front Defense	game	Vive Studios	Fantahorn Studio
Frozen: Free Fall: Snowball Fight [Disney]	game	Disney Interactive Studios	Supervillain Studios
Fru	game	Mattia Traverso	Mattia Traverso
Fruit Ninja Kinect 2	game	Halfbrick Studios Pty Ltd	Halfbrick Studios Pty Ltd
Fruit Ninja VR	game	Halfbrick Studios Pty Ltd	Halfbrick Studios Pty Ltd
Fugl (Application)	game	Kotori Studios	Team Fugl
Full Mojo Rampage	game	Nicalis, Inc.	Over the Top Games
Full Throttle: Remastered	game	Double Fine Production	Double Fine
FunTown Mahjong	game	Microsoft Studios	Funtown World Ltd.
Funk of Titans	game	Merge Games	A Crowd of Monsters
Furi	game	The Game Bakers	The Game Bakers
Future Unfolding	game	Spaces of Play	Spaces of Play
Futuridium EP Deluxe	game	Mixedbag Srl	Mixedbag Srl
Fuzecat	game	Khundar	Khundar
G Prime: Into the Rain	game	Code-Monkeys	Soma Games
GNOG	game	.	.
GREYMEN: A Post-Apocalyptic Band Reunion	game	Cult Software	Cult Software
GRID 2	game	Codemasters Software Company Limited	Codemasters Software Company Limited
GRIDD: Retroenhanced	game	Kongregate	AntabStudio
Gakuen Club	game	Dogenzaka Lab	OperaHouse Corporation
Gal Gun: Double Peace	game	PQube	Inti Creates Co.
Galactic Junk League	game	Pixel Federation	Pixel Federation
Galaga	game	Bandai Namco Entertainment Inc. (WW)	Namco
Galaga '88	game	Namco	Namco
Galaga Legions	game	Bandai Namco Entertainment Inc. (WW)	Namco
Galaga Legions DX	game	Bandai Namco Entertainment Inc. (WW)	Namco
Galaga [Arcade Game Series]	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Galak-Z: The Dimensional	game	17-BIT	17-BIT
Galaxy Annihilation	game	Lunarhellgames	Lunarhellgames
Galaxy Fight: Universal Warriors [Arcade Archives]	game	Hamster Corporation	Sunsoft Games
Galaxy of Pen & Paper	game	Behold Studios	Behold Studios
Game of Thrones: A Telltale Games Series [TTG]	game	Telltale Games	Telltale Games
Game of Thrones: Season One: Episode One: Iron From Ice	game	Telltale Games	Telltale Games
Gamereactor (Application)	game	Gamez Publishing	Gamez Publishing
Games of Glory	game	Lightbulb Crew	Lightbulb Crew
Gangs of Space	game	Little Big MMO	Little Big MMO
Garden Tale	game	AGM Playism	Bonion Games
Garou: Mark of the Wolves	game	SNK Playmore	SNK Playmore
Garou: Mark of the Wolves [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Gary the Gull (Application)	game	Limitless Entertainment	Motional
Gas Guzzlers Extreme	game	Iceberg Interactive	Pandora Studio
Gatling Gears	game	Electronic Arts, Inc. (HQ)	Vanguard Entertainment
Gauntlet: Slayer Edition	game	Warner Bros. Interactive Entertainment Inc.	Arrowhead Game Studios
Gear Gauntlet	game	Drop Dead Interactive	Drop Dead Interactive
Gears of War	game	Microsoft Studios	Epic Games
Gears of War 2	game	Microsoft Studios	Epic Games
Gears of War 3	game	Microsoft Studios	Epic Games
Gears of War 4	game	Microsoft Studios	The Coalition
Gears of War: Judgment	game	Microsoft Studios	Epic Games
Gears of War: Ultimate Edition	game	Microsoft Studios	The Coalition
Gem Smashers	game	Funbox Media	Funbox Media
Gemini: Heroes Reborn	game	Phosphor Games	Phosphor Games
Gems of War	game	505 Games	Pipeworks Software
Gender Bender	game	Rhino Dev	Rhino Dev
Geneshift	game	Nik Nak	Nik Nak
Genesia Legacy: Ultimate Domain	game	Thomas Zighem	Thomas Zighem
Geoid	game	Zen Relay Games	Zen Relay Games
Geometry Wars 3: Dimensions	game	Sierra (Activision)	Lucid Games
Geometry Wars 3: Dimensions Evolved	game	Sierra (Activision)	Lucid Games
Geometry Wars 3: Dimensions Evolved (2017)	game	Sierra (Activision)	Lucid Games
Geometry Wars: Retro Evolved	game	Bizarre Creations	Bizarre Creations
Geometry Wars: Retro Evolved 2	game	Activision	Bizarre Creations
Get Even	game	Bandai Namco Entertainment Inc. (WW)	Farm 51, The
Get Over Here	game	Strategy First	Reload Game Studio
Gfinity (Application)	game	Gfinity	Gfinity
Ghost Blade HD	game	2Dream	Hucast Games
