node	category	Primary Publisher	Primary Developer
Serious Metal Detecting	game	Mykyta Markin	Mykyta Markin
Serious Sam VR: The First Encounter	game	Devolver Digital	CroTeam
Serious Sam VR: The Last Hope	game	Devolver Digital	CroTeam
Serious Sam VR: The Second Encounter	game	Devolver Digital	CroTeam
Severed	game	Drinkbox Studios	Drinkbox Studios
Shadow Assault Tenchu	game	From Software	From Software
Shadow Blade: Reload	game	Dead Mage Inc.	Dead Mage Inc.
Shadow Complex	game	Microsoft Studios	Chair Entertainment Group
Shadow Complex: Remastered	game	Epic Games	Chair Entertainment Group
Shadow Tactics: Blades of the Shogun	game	Daedalic Entertainment GmbH	Mimimi Productions UG
Shadow Warrior	game	Devolver Digital	Flying Wild Hog
Shadow Warrior 2	game	Devolver Digital	Flying Wild Hog
Shadow of the Beast	game	Sony Interactive Entertainment Inc.	Heavy Spectrum Limited
Shadowgate	game	Abstraction Games	Abstraction Games
Shadowrun	game	Microsoft Studios	FASA Interactive
Shadows of the Damned [A Suda51 Trip]	game	Electronic Arts, Inc. (HQ)	Grasshopper Manufacture, Inc.
Shadowverse	game	Cygames, Inc.	Cygames, Inc.
Shadwen	game	Frozenbyte, Inc.	Frozenbyte, Inc.
Shakes & Fidget	game	Playa Games	Playa Games
Shanghai III [Arcade Archives]	game	Hamster Corporation	Sunsoft Games
Shank 2	game	Electronic Arts, Inc. (HQ)	Klei Entertainment
Shantae and the Pirate's Curse	game	WayForward Technologies, Inc.	WayForward Technologies, Inc.
Shantae: Half Genie Hero	game	WayForward Technologies, Inc.	WayForward Technologies, Inc.
Shantae: Half-Genie Hero	game	WayForward Technologies, Inc.	WayForward Technologies, Inc.
Shantae: Risky's Revenge: Director's Cut	game	WayForward Technologies, Inc.	WayForward Technologies, Inc.
Shape Up	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Shardbound	game	Spiritwalk Games	Spiritwalk Games
Shark Dating Simulator XL	game	Conan McPhee	Conan McPhee
Shark Simulator	game	Aerilon Studios	Aerilon Studios
She Save	game	いくちおすてご	いくちおすてご
She Wants Me Dead	game	Hello There AB	Hello There AB
Sheltered	game	Team 17 Digital Limited	Unicube
Shephy	game	Arc System Works	Adventure Planning Service
Sherlock Holmes: The Devil's Daughter	game	Bigben Interactive S.A. (Games)	Frogwares Game Development Studio
Shift Happens	game	Klonk Games	Klonk Games
Shiftlings	game	Sierra (Activision)	Rock Pocket Games
ShineG In The Bullethell	game	GaluluGame	GaluluGame
Shiness: The Lightning Kingdom	game	Focus Home Interactive	Enigami
Shinobi	game	Sega Corporation (WW)	Backbone Entertainment
Shiny	game	Garage 227	Garage 227
Shock Troopers	game	SNK Playmore	DotEmu
Shock Troopers [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Shock Troopers: 2nd Squad	game	SNK Playmore	DotEmu
Shock Troopers: 2nd Squad [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Shooter Ultimate [PixelJunk]	game	Sony Interactive Entertainment Worldwide Studios	Q-Games
Shoppe Keep	game	Excalibur Publishing Ltd.	Arvydas Žemaitis
Shotest Shogi	game	Microsoft Studios	Rubicon Development
Shotgun Farmers	game	Megastorm Games	Megastorm Games
Shotgun Legend	game	Wastebasket Games	Jonathan Tindell
Shovel Knight	game	Yacht Club Games	Yacht Club Games
Shovel Knight: Specter of Torment	game	Yacht Club Games	Yacht Club Games
Shovel Knight: Treasure Trove	game	Yacht Club Games	Yacht Club Games
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad?	game	Marbenx	Marbenx
Showtime Anytime (Application)	game	Showtime Networks	Showtime Networks
Shred It!	game	Extra Mile Studios	Extra Mile Studios
Shred Nebula	game	Microsoft Studios	CrunchTime Games
Shu	game	Coatsink Software	Coatsink Software
Shusse Ozumo [Arcade Archives]	game	Hamster Corporation	Technos Japan
Shütshimi	game	Choice Provisions	Neon Deity Games
SiNKR	game	Robert Wahler	Robert Wahler
Side Arms	game	Capcom (WW HQ)	Capcom (WW HQ)
Siegecraft Commander	game	Blowfish Studios	Blowfish Studios
Siegecraft: Commander	game	Level 77 Pty Ltd	Level 77 Pty Ltd
Silence	game	Daedalic Entertainment GmbH	Daedalic Entertainment GmbH
Silicon Zeroes	game	PleasingFungus Games	PleasingFungus Games
Silver Grapple	game	Jamie Rollo	Jamie Rollo
Sine Mora EX	game	THQ Nordic	Digital Reality
SingStar	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment London Studio
Siralim	game	Thylacine Studios	Thylacine Studios
Siren	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Worldwide Studios
Sisters (Application)	game	Lucid Sight, Inc	Otherworld Interactive
Sixty Second Shooter Prime	game	Happion Laboratories	Happion Laboratories
Skate 3	game	Electronic Arts, Inc. (HQ)	Electronic Arts Black Box Vancouver
Skeleton Boomerang	game	ANIM-ACE	Artisano
Sketchy	game	Zonitron Productions	Floop Productions
Ski Sniper	game	Crazy Rocks	Crazy Rocks
Skipper	game	2xMilk	2xMilk
Skullgirls Encore	game	Lab Zero Games	Reverge Labs
Skullgirls: 2nd Encore	game	Autumn Games	Lab Zero Games
Skulls of the Shogun	game	17-BIT	17-BIT
Sky Force: Anniversary	game	Infinite Dreams	Infinite Dreams
Sky Kid	game	Namco	Namco
Sky Knights	game	Hampus Bankler	Hampus Bankler
Sky Ride	game	Mutan	Mutan
SkyKeepers	game	Sword Twin Studios	Sword Twin Studios
SkyScrappers	game	Ground Shatter	Ground Shatter
Skydive: Proximity Flight	game	Gaijin Entertainment Corporation	Gaijin Entertainment Corporation
Skyforge	game	My.com	Allods Team
Skylanders: Imaginators	game	Activision	Toys For Bob
Skylanders: Superchargers	game	Activision	Vicarious Visions
Skylanders: Swap Force	game	Activision	Toys For Bob
Skylanders: Trap Team	game	Activision	Toys For Bob
Skylar & Plux: Adventure on Clover Island	game	Grip Digital, s.r.o.	Grip Digital, s.r.o.
Skylight Freerange	game	Dragoon Entertainment	Dragoon Entertainment
Skylight Freerange 2: Gachduine	game	Dragoon Entertainment	Dragoon Entertainment
Skyling: Garden Defense	game	Mighty Studios	Mighty Studios
Skype (Application)	game	Microsoft	Microsoft
Skyraine	game	DHTstudios	DHTstudios
Slain!	game	Digerati Distribution & Marketing	Wolf Brew Games
Slain: Back from Hell	game	Digerati Distribution & Marketing	Wolf Brew Games
Slalom	game	Microsoft Studios	Rare
Slash Arena	game	Drunken Monday	Drunken Monday
Slash/Dots.	game	NASPAPA GAMES	NASPAPA GAMES
SlashDash	game	Nevernaut Games	Nevernaut Games
Slayaway Camp	game	Blue Wizard Digital	Blue Wizard Digital
Slayaway Camp: Butcher's Cut	game	Digerati Distribution & Marketing	Blue Wizard Digital
Sleeping Dogs: Definitive Edition	game	Square Enix Co., Ltd. (WW)	United Front Games
Slender: The Arrival	game	Blue Isle Studios Inc	Blue Isle Studios Inc
Slice Zombies for Kinect	game	MADE apps	MADE apps
Slime Rancher	game	Monomi Park	Monomi Park
Slime-san	game	Headup Games	Fabraz
Slime-san: Blackbird's Kraken	game	Headup Games	Fabraz
Sling TV (Application)	game	Sling TV	Sling TV
Slots - Billionaire Casino: Slot Machines Games	game	HUUUGE GAMES	HUUUGE GAMES
Slots Era - Free Casino Slot Machines	game	Murka	Murka
Small Radios Big Televisions	game	[adult swim] games	Fire Face Corporation
Smashbox Arena	game	BigBox VR, Inc.	BigBox VR, Inc.
Smite	game	Hi-Rez Studios	Hi-Rez Studios
SmuggleCraft	game	Happy Badger Studio	Happy Badger Studio
SnagFilms (Application)	game	SnagFilms	SnagFilms
Snake Pass	game	Sumo Digital Ltd.	Sumo Digital Ltd.
Snake Rattle 'n' Roll	game	Microsoft Studios	Rare
Sneaky Bears	game	WarDucks	WarDucks
Sniper Elite 4	game	Rebellion	Rebellion
Sniper Elite III	game	Rebellion	Rebellion
Sniper Elite: Nazi Zombie Army	game	Rebellion	Rebellion
Sniper Elite: Nazi Zombie Army 2	game	Rebellion	Rebellion
Sniper: Ghost Warrior 3	game	CI Games S.A. (HQ)	CI Games S.A. (HQ)
Snipperclips: Cut it Out, Together!	game	Nintendo Co., Ltd.	SFB Games
Snoopy's Grand Adventure	game	Activision	Behaviour Interactive
Snow Moto Racing: Freedom	game	Zordix AB	Zordix AB
Snowman	game	Hristophorov Ivan	Hristophorov Ivan
So Many Me	game	ORiGO Games	Extend Interactive
Soda Drinker Pro	game	Snowrunner Productions	Snowrunner Productions
Soda Dungeon	game	Armor Games Inc.	AN Productions
Soft Body	game	Zeke Virant	Zeke Virant
Solar Jetman: Hunt for the Golden Warpship	game	Microsoft Studios	Rare
Solar Shifter EX	game	Headup Games	Elder Games
SolarGun	game	Mechanical Boss	Mechanical Boss
Solbrain: Knight of Darkness	game	Lightning Game Studios	Lightning Game Studios
Soldam: Drop, Connect, Erase	game	Dispatch Games	City Connection
Soldier Girl Amazon [Arcade Archives]	game	Hamster Corporation	Nichibutsu
Solitaire	game	Bigben Interactive S.A. (Games)	Sanuk Games
Solomon's Key [Arcade Archives]	game	Hamster Corporation	Koei Tecmo America Corporation
Solstice Chronicles: MIA	game	Nkidu Games Inc.	Ironward
Soltrio Solitaire	game	Microsoft Studios	Silver Creek Entertainment
Somewhere on Zibylon	game	Mykhail Konokh	Mykhail Konokh
SonSon	game	Capcom (WW HQ)	Capcom (WW HQ)
Song of the Deep	game	GameTrust Games	Insomniac Games
Songbringer	game	Wizard Fu Games	Wizard Fu Games
Sonic & All-Stars Racing Transformed	game	Sega Corporation (WW)	Sumo Digital Ltd.
Sonic CD	game	Sega Corporation (WW)	Sonic Team
Sonic Mania	game	Sega of America Inc.	Christian Whitehead
Sonic the Hedgehog	game	Sega Corporation (WW)	Backbone Entertainment
Sonic the Hedgehog 2	game	Sega Corporation (WW)	Backbone Entertainment
Sonic the Hedgehog 4: Episode 1	game	Sega Corporation (WW)	Sonic Team
Sonic: The Fighters	game	Sega Corporation (WW)	Sega Corporation (WW)
Sorgina: A Tale of Witches	game	Binary Soul	Binary Soul
Soul Axiom	game	Wales Interactive Ltd.	Wales Interactive Ltd.
Soul Dimension	game	Time of Virtual Reality	Keenvision
SoulCalibur	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
SoulCalibur II: HD Online	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Sound Shapes	game	Sony Interactive Entertainment Worldwide Studios	Queasy Games
SoundCloud (Application)	game	Soundcloud	Soundcloud
South Park: The Fractured but Whole	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
South Park: The Stick of Truth	game	Ubisoft Entertainment SA (WW HQ)	Obsidian Entertainment
South Park: The Stick of Truth (2014)	game	Ubisoft Entertainment SA (WW HQ)	Obsidian Entertainment
Space Ark	game	Strawdog Studios	Strawdog Studios
Space Bit Attack	game	Lucid Sight, Inc	Lucid Sight, Inc
Space Commander 9	game	Alyssium	Alyssium
Space Giraffe	game	Llamasoft	Llamasoft
Space Hulk	game	Hoplite Research	Hoplite Research
Space Hulk: Ascension Edition	game	Hoplite Research	Hoplite Research
Space Invaders: Infinity Gene	game	Square Enix Co., Ltd. (WW)	Taito
Space Overlords	game	Excalibur Publishing Ltd.	12 Hit Combo
Space Pirate Trainer	game	I-lllusions	I-lllusions
Space Rift	game	bitComposer Interactive GmbH	Vibrant Core
Space Wolf [Warhammer 40,000]	game	HeroCraft Ltd.	HeroCraft Ltd.
SpaceMerc	game	Colin EUMP	Colin EUMP
Spacebound (2017)	game	Gravity Whale Games	Gravity Whale Games
Spacecats with Lasers : The Outerspace	game	Bitten Toast Games Inc.	Bitten Toast Games Inc.
Sparc	game	CCP hf (CCP Games) (HQ)	CCP hf (CCP Games) (HQ)
Spareware	game	Rusto Games	Rusto Games
Sparkle 2	game	10tons Ltd	10tons Ltd
Sparkle Unleashed	game	10tons Ltd	10tons Ltd
Sparkle: Unleashed	game	10tons Ltd	10tons Ltd
Spartan (Sinister Cyclops)	game	Sinister Cyclops Game Studio	Sinister Cyclops Game Studio
Spartan VR	game	Immergity	Immergity
Spear of Destiny	game	Lightning Game Studios	Lightning Game Studios
Spears 'n' Spades	game	Proc Spine	LeatherIceCream
Special Delivery	game	Meerkat Gaming	Meerkat Gaming
Spectra	game	Mastertronic Group Ltd	Gateway Interactive
Spectrum	game	3D Avenue	3D Avenue
Spectrum TV (Application)	game	Spectrum	Spectrum
Speebot	game	keyreal	keyreal
SpeedRunners	game	tinyBuildGames	DoubleDutch Games
Spellspire	game	10tons Ltd	10tons Ltd
Spelunker Party!	game	Square Enix Co., Ltd. (WW)	Tozai Games
Spelunker World	game	Square Enix Co., Ltd. (WW)	Tozai Games
Spelunky	game	Mossmouth, LLC	BlitWorks
Sphere Frustration	game	GreatherGames	GreatherGames
Spheroids	game	Eclipse Games	Eclipse Games
Spider-Man: Homecoming: Virtual Reality Experience	game	Sony Pictures Virtual Reality	Sony Pictures Virtual Reality
Spider: Rite of the Shrouded Moon	game	Tiger Style	Tiger Style
Spin Master [Arcade Archives]	game	Hamster Corporation	Data East Corporation
Spin [Arcade Archives]	game	Hamster Corporation	Data East Corporation
Spintires: Mudrunner	game	Focus Home Interactive	Saber Interactive
Spiral Splatter	game	Sometimes You	Neonchimp Games
Splasher	game	Plug In Digital	Splashteam
Splatoon 2	game	Nintendo Co., Ltd.	Nintendo Co., Ltd.
Splatterhouse	game	Bandai Namco Entertainment America Inc. (NA)	Namco
Splice	game	Cipher Prime Studios, Inc.	Cipher Prime Studios, Inc.
Splinter Zone	game	MOKKOGRAD	MOKKOGRAD
Sponchies	game	TrerPlay	TrerPlay
Sports Bar VR	game	.	.
SportsBar VR	game	Perilous Orbit	Cherry Pop Games
Sportsfriends	game	Die Gut Fabrik	Die Gut Fabrik
Spy Chameleon	game	Unfinished Pixel	Unfinished Pixel
Square Heroes	game	Gnomic Studios	Gnomic Studios
Square x Square	game	Pirates Of Love	Pirates Of Love
Squareboy vs Bullies: Arena Edition	game	Ratalaika Games S.L.	Ratalaika Games S.L.
Squid Hero for Kinect	game	Virtual Air Guitar Company	Virtual Air Guitar Company
Stacking	game	THQ	Double Fine
Standpoint	game	Unruly Attractions	Unruly Attractions
Star Balls	game	Bolder Games	Bolder Games
Star Fleet Armada: Rogue Adventures	game	Blue Blaze Gaming	Blue Blaze Gaming
Star Hammer: The Vanguard Prophecy	game	Slitherine Software UK Ltd.	Black Lab Games
Star Ocean: Integrity and Faithlessness	game	Square Enix Co., Ltd. (WW)	tri-Ace Incorporated
Star Ocean: Till the End of Time	game	Square Enix Co., Ltd. (WW)	tri-Ace Incorporated
Star Story: The Horizon Escape	game	EvilCoGames	EvilCoGames
Star Trek Timelines	game	Disruptor Beam	Disruptor Beam
Star Trek: Bridge Crew	game	Ubisoft Entertainment SA (WW HQ)	Red Storm Entertainment
Star Trek: Online	game	Perfect World Entertainment	Cryptic Studios, Inc
Star Waker	game	From The Bard	From The Bard
Star Wars Pinball	game	Zen Studios	Zen Studios
Star Wars: Battlefront	game	Electronic Arts, Inc. (HQ)	EA DICE
Star Wars: Bounty Hunter [LucasArts Entertainment Company Presents]	game	Disney Interactive Studios	LucasArts
Star Wars: Jedi Starfighter [LucasArts Entertainment Company Presents]	game	Disney Interactive Studios	LucasArts
Star Wars: Racer Revenge [LucasArts Entertainment Company Presents]	game	Disney Interactive Studios	Rainbow Studios
Star Wars: The Force Awakens (Application)	game	Disney Interactive Studios	Disney Interactive Studios
Star Wars: The Force Unleashed	game	Disney Interactive Studios	LucasArts
Star Wars: The Force Unleashed II	game	Disney Interactive Studios	LucasArts
StarBlood Arena	game	Sony Interactive Entertainment of America	SCE SD Studio
StarCrawlers	game	Juggernaut Games	Juggernaut Games
StarSmashers	game	War Hungry Games	Wayne Jackson
Stardew Valley	game	Chucklefish	ConcernedApe
Stardust Galaxy Warriors: Stellar Climax	game	Dreamloop Games	Dreamloop Games
Stardust Vanguards	game	Zanrai Interactive	Zanrai Interactive
Starpoint Gemini 2	game	Little Green Men	Little Green Men
Starpoint Gemini: Warlords	game	Iceberg Interactive	Little Green Men
Starry Nights: Helix	game	Cyberfront Korea	Cyberfront Korea
Starship Disco	game	Solus Games	Solus Games
Startup Company	game	Hovgaard Games	Hovgaard Games
Starway Fleet	game	StormCube Games	StormCube Games
Starwhal	game	Breakfall	Breakfall
Starwhal: Just the Tip	game	Breakfall	Breakfall
State of Decay: Year-One Survival Edition	game	Microsoft Studios	Undead Labs
Statik	game	Tarsier Studios	Tarsier Studios
Stay! Stay! Democratic People's Republic of Korea!	game	DEVGRU-P	DEVGRU-P
Stealth Inc. 2: A Game of Clones	game	Curve Digital	Curve Studios
Stealth Inc.: Ultimate Edition	game	Curve Studios	Curve Studios
SteamWorld: Dig	game	Image & Form	Image & Form
SteamWorld: Dig 2	game	Image & Form	Image & Form
SteamWorld: Heist	game	Image & Form	Image & Form
Steel Division: Normandy 44	game	Paradox Interactive	Eugen Systems
Steel Rain X	game	Polarity Flow	Polarity Flow
Steep	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Production Annecy Sarl (France)
Steins;Gate 0	game	PQube	MAGES. Inc.
Stellaris	game	Paradox Interactive	Paradox Development Studio
Steredenn	game	Plug In Digital	Pixelnest Studio
Stereo Aereo	game	Ludus Games	The Stonebot Studio
Stern Pinball Arcade	game	FarSight Studios	FarSight Studios
Steven Universe: Save the Light	game	Cartoon Network	Grumpyface Studios
Stick Fight: The Game	game	LandFall Games	LandFall Games
Stick it to The Man!	game	Ripstone	Zoink Games
Stick it to the Man	game	Zoink Games	Zoink Games
Stifled	game	Sony Interactive Entertainment Inc.	Gattai Games
Stikbold!: A Dodgeball Adventure	game	Curve Digital	Game Swing
Stikbold: A Dodgeball Adventure	game	Curve Digital	Game Swing
Still Not Dead	game	Flying Interactive	Greg Sergeant
Still Time	game	Alan Zucconi	Alan Zucconi
Stitched	game	Fluffex Studios	Fluffex Studios
StockUp	game	EcoGames	Nevin
Stories Untold	game	Devolver Digital	No Code
Stories of Bethem: Full Moon	game	GuGames DEV	GuGames DEV
Stories: The Path of Destinies	game	Spearhead Games	Spearhead Games
Strafe	game	Devolver Digital	Pixel Titans
Stranger Things: The Game	game	Netflix	BonusXP, Inc.
Stranger of Sword City	game	NIS America	Experience Inc.
Strangers of the Power	game	Tuomo Laine	Tuomo Laine
Strania: The Stella Machina	game	G.rev	G.rev
Streamline (Proletariat)	game	Proletariat Inc.	Proletariat Inc.
Street Fighter IV	game	Capcom (WW HQ)	Capcom (WW HQ)
Street Fighter V	game	Capcom (WW HQ)	Capcom (WW HQ)
Strider (2014)	game	Capcom (WW HQ)	Double Helix
Strike Suit Zero: Director's Cut	game	Born Ready Games, Ltd.	Born Ready Games, Ltd.
Strike Vector EX	game	Ragequit Corporation	Ragequit Corporation
Strikers 1945	game	Zerodiv	Zerodiv
Strikey Sisters	game	DYA Games	DYA Games
Stunt Kite Masters VR (Application)	game	Handy Games	Handy Games
Stuntman: Ignition	game	THQ	Paradigm Entertainment
Styx: Master of Shadows	game	Focus Home Interactive	Cyanide Studio
Styx: Shards of Darkness	game	Focus Home Interactive	Cyanide Studio
Subject 13	game	Microids	Microids
Subject A-119	game	Tom Heek	Tom Heek
Sublevel Zero: Redux	game	Merge Games	Sigtrap Games
Submerged	game	Uppercut Games Pty Ltd	Uppercut Games Pty Ltd
Subsurface Circular	game	Bithell Games	Bithell Games
Subterrain	game	Pixellore	Pixellore
Sudden Strike 4	game	Kalypso Media GmbH	Kite Games
Suicide Guy	game	Chubby Pixel	Fabio Ferrara
Summon Night 6: Lost Borders	game	Gaijinworks	Media Vision
Sundered	game	Thunder Lotus Games	Thunder Lotus Games
Sunless Skies	game	FailBetter Games	FailBetter Games
Sunset Overdrive	game	Microsoft Studios	Insomniac Games
Super Baseball 2020 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Super Blast Deluxe	game	Raptus Games	Raptus Games
Super Blood Hockey	game	Loren Lemcke	Loren Lemcke
Super Bomb Rush!	game	Curvature Systems	Curvature Systems
Super Bomberman R	game	Konami Corporation (WW)	Konami Corporation (WW)
Super Cloudbuilt	game	Double Eleven Limited	Coilworks
Super ComboMan	game	Flashman Games	Interabang Entertainment
Super ComboMan: Smash Edition	game	Flashman Games	Interabang Entertainment
Super Dodge Ball [Arcade Archives]	game	Hamster Corporation	Technos Japan
Super Dungeon Bros	game	Wired Productions	React Games
Super Exploding Zoo	game	Honeyslug	Honeyslug
Super Fancy Pants Adventure	game	Kongregate	Borne Games
Super GunWorld 2	game	m07games	m07games
Super Hydorah	game	Abylight	Locomalito
Super Lovely Planet	game	QuickTequila	QuickTequila
Super Lumi Live	game	Flying Interactive	Gemi Games
Super Mario Odyssey	game	Nintendo Co., Ltd.	Nintendo Co., Ltd.
Super Meat Boy	game	Team Meat	Team Meat
Super Mega Baseball: Extra Innings	game	Metalhead Software Inc.	Metalhead Software Inc.
Super Motherload	game	Xgen Studios	Xgen Studios
Super Mutant Alien Assault	game	Surprise Attack Games	Cybernate
Super Night Riders	game	neko.works	neko.works
Super Pac-Man	game	Midway Games	Namco
Super Party Sports: Football	game	.	.
Super Ping Pong Trick Shot	game	Starsign	Sims
Super Rocket Shootout	game	Digital Tribe Entertainment	Oddly Shaped Pixels
Super Rude Bear: Resurrection	game	Vorpal Games	Vorpal Games
Super Samurai Rampage	game	Brackish Games	Brackish Games
Super Sidekicks [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Super Sidekicks [Arcarde Archives]	game	Hamster Corporation	SNK Playmore
Super Sports Surgery	game	Badim	Badim
Super Star Wars	game	Disney Interactive Studios	Acclaim Studios Salt Lake City
Super Stardust Ultra	game	Sony Interactive Entertainment Worldwide Studios	Housemarque Inc.
Super Stardust Ultra VR	game	Sony Interactive Entertainment Worldwide Studios	d3t
Super Street Fighter IV: Arcade Edition	game	Capcom (WW HQ)	Capcom (WW HQ)
Super Time Force	game	Microsoft Studios	Capybara Games
Super Time Force: Ultra	game	Capybara Games	Capybara Games
Super Toy Cars	game	Eclipse Games	Eclipse Games
Super Ultra Monster Smash! (Application)	game	Ken Koji	Ken Koji
Superbeat: Xonic	game	PM Studios	PM Studios
Superdimension Neptune VS Sega Hard Girls	game	Idea Factory International, Inc.	Idea Factory
Superhot	game	SUPERHOT Team	SUPERHOT Team
Superhot VR	game	SUPERHOT Team	SUPERHOT Team
Supermagical	game	Super Awesome Hyper Dimensional Mega Team	Super Awesome Hyper Dimensional Mega Team
Supreme Commander 2	game	Square Enix Co., Ltd. (WW)	Gas Powered Games
Supreme Ruler: The Great War	game	Battlegoat Studios	Battlegoat Studios
Surf World Series	game	Vision Games Publishing	Climax Studios
Surgeon Simulator: A&E: Anniversary Edition	game	Bossa Studios Ltd.	Bossa Studios Ltd.
Surgeon Simulator: ER: Experience Reality	game	Bossa Studios Ltd.	Bossa Studios Ltd.
Survival: Shadows of Katmai [Cabela's]	game	Activision	Cauldron
SwapQuest	game	Rebusmind	Rebusmind
Swarmrider Omega	game	Walter Machado	Walter Machado
Switch Galaxy Ultra	game	Green Man Loaded	Atomicom
Sword Art Online: Hollow Fragment	game	Bandai Namco Entertainment Inc. (WW)	Artdink
Sword Art Online: Hollow Realization	game	Bandai Namco Entertainment Inc. (WW)	Aquria
Sword Art Online: Hollow Realization: Deluxe Edition	game	Bandai Namco Entertainment Inc. (WW)	Aquria
Sword Art Online: Lost Song	game	Bandai Namco Entertainment Inc. (WW)	Artdink
Sword Coast: Legends	game	Digital Extremes	n-Space
Sword With Sauce	game	Diatomic Games	Diatomic Games
SyFy Now (Application)	game	NBCUniversal, Inc.	NBCUniversal, Inc.
Syberia 3 [B.H. Sokal]	game	Anuman Interactive	Microids
Syberia III	game	Anuman Interactive	Microids
Syberia [B. Sokal]	game	Microids	Microids
Sylvio	game	Stroboskop	Stroboskop
Symphonic Rain	game	Degica	Kogado Software Products
Symphony of the Machine	game	Stirfire Studios	Stirfire Studios
TED (Application)	game	TED Conferences	TED Conferences
TRON RUN/r	game	Disney Interactive Studios	Sanzaru Games
Table Football Pro	game	Ticklersoft	Ticklersoft
Table Top Racing: World Tour	game	Playrise Digital Ltd	Playrise Digital Ltd
Tabletop Simulator (Application)	game	Berserk Games	Berserk Games
Tachyon Project	game	Eclipse Games	Eclipse Games
Tacoma	game	The Fullbright Company	The Fullbright Company
Tailwind	game	ClickGames	ClickGames
TaleSpin	game	Capcom (WW HQ)	Capcom (WW HQ)
Talent Not Included	game	Frima Originals	Frima Studio
Tales Of Glory	game	BlackTale Games	BlackTale Games
Tales from the Borderlands: A Telltale Game Series [TTG]	game	Telltale Games	Telltale Games
Tales from the Borderlands: A Telltale Games Series [TTG]	game	Telltale Games	Telltale Games
Tales of Berseria	game	Bandai Namco Entertainment Inc. (WW)	BANDAI NAMCO Studios Inc.
Tales of Berseria: Digital Essentials	game	Bandai Namco Entertainment Inc. (WW)	BANDAI NAMCO Studios Inc.
Tales of Zestiria	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Talisman	game	Nomad Games Ltd	Nomad Games Ltd
Talk to Aya	game	Nekomura Games	Light
Tametsi	game	Grip Top Games	Grip Top Games
Tangledeep	game	Impact Gameworks	Impact Gameworks
Tango Fiesta	game	Merge Games	Spilt Milk Studios Ltd
Tank Force	game	Bandai Namco Entertainment America Inc. (NA)	Namco
Tanker	game	AYE Technology	Alexey Volonsky
Tarim: Guardians	game	Dosane Games	Dosane Games
Team Stream (Application)	game	Bleacher Report	Bleacher Report
Tearaway: Unfolded	game	Sony Interactive Entertainment Inc.	Media Molecule
Technolust	game	IRIS VR	IRIS VR
Teenage Mutant Ninja Turtles: Mutants in Manhattan	game	Activision	PlatinumGames Inc.
Tekken 6	game	Bandai Namco Entertainment Inc. (WW)	BANDAI NAMCO Studios Inc.
Tekken 7	game	Bandai Namco Entertainment Inc. (WW)	BANDAI NAMCO Studios Inc.
Tekken: Tag Tournament 2	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Telemundo Now (Application)	game	NBCUniversal, Inc.	NBCUniversal, Inc.
Tembo: The Badass Elephant	game	Sega of America Inc.	Game Freak Inc.
Temporal Storm X: Hyperspace Dream	game	Crystalmesh Studios	Crystalmesh Studios
Tennis in the Face	game	10tons Ltd	10tons Ltd
Terra Cresta [Arcade Archives]	game	Hamster Corporation	Nichibutsu
Terraria	game	505 Games	Re-Logic
Teslagrad	game	SOEDESCO	Rain Games
Teslapunk	game	klutzGames	klutzGames
Testbed Terror	game	Lever Software	Lever Software
Tethered	game	Secret Sorcery	Secret Sorcery
Tetraminos	game	Bigben Interactive S.A. (Games)	Sanuk Games
Tetris Ultimate	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Tetrobot & Co.	game	Neko Entertainment	Swing Swing Submarine
Texas Hold 'Em	game	Microsoft Studios	TikGames, LLC.
Tharsis	game	Choice Provisions	Choice Provisions
That's You!	game	Sony Interactive Entertainment Inc.	Wish Studios
The ABC Murders [Agatha Christie]	game	Microids	Microids
The Adventurer and His Backpack	game	王子中二集团总部	疯王子
The Adventures of Capitano Navarro	game	Sometimes You	Don Emídio Navarro Games
The Amazing Spider-Man 2	game	Activision	Beenox Inc.
The Artifact	game	Enigma Games	Colin Wren
The Assembly	game	nDreams, Ltd	nDreams, Ltd
The Astral Hero	game	Ardi Studio	Ardi Studio
The Banner Saga	game	Versus Evil	Stoic Studio
The Banner Saga 2	game	Versus Evil	Stoic Studio
The Bard's Tale: Remastered and Resnarkled	game	inXile Entertainment	inXile Entertainment
The Bellows	game	castlesteps	castlesteps
